Model,Feature,Importance
cleaned_serviceindustry 3_LinearRegression,project_prf_team_size_group_2,63.109375
cleaned_insurance 2_Lasso,tech_tf_development_platform_mr,62.214359418842236
cleaned_communication 2_Lasso,tech_tf_development_platform_pc,61.93458894267324
cleaned_serviceindustry 2_BayesianRidge,tech_tf_client_roles_business_logic_or_rule_processing,61.67406673517138
cleaned_financial 3_BayesianRidge,tech_tf_architecture_client_server,61.53385261026821
cleaned_medical 3_BayesianRidge,tech_tf_architecture_client_server,61.53385261026821
cleaned_communication 1_BayesianRidge,functional_size_group_s_100,60.61640917395587
cleaned_medical 3_BayesianRidge,external_eef_organisation_type_financial_property_and_business_services,59.88994620469519
cleaned_financial 3_BayesianRidge,external_eef_organisation_type_financial_property_and_business_services,59.88994620469519
cleaned_serviceindustry 2_BayesianRidge,process_pmf_development_methodologies_scrum,59.88895377504799
cleaned_communication 2_Lasso,functional_size_group_s_100,59.82730884639043
cleaned_medical 3_BayesianRidge,process_pmf_development_methodologies_missing,59.769875068577704
cleaned_financial 3_BayesianRidge,process_pmf_development_methodologies_missing,59.769875068577704
cleaned_insurance 2_Lasso,project_prf_relative_size_m1,59.58685537049175
cleaned_insurance 3_LassoLars,process_pmf_prototyping_used_missing,59.269864216686095
cleaned_financial 2_LGBMRegressor,tech_tf_primary_programming_language,59.0
cleaned_medical 2_LGBMRegressor,tech_tf_primary_programming_language,59.0
cleaned_financial 3_BayesianRidge,external_eef_organisation_type_communications,58.026589621150876
cleaned_medical 3_BayesianRidge,external_eef_organisation_type_communications,58.026589621150876
cleaned_serviceindustry 2_BayesianRidge,tech_tf_server_roles_database_server,57.91060812158234
cleaned_communication 3_LassoLars,tech_tf_development_platform_mf,57.689398411355334
cleaned_insurance 3_LassoLars,project_prf_relative_size_xs,57.51280595313842
cleaned_communication 2_Lasso,tech_tf_language_type_missing,57.37392136679396
cleaned_insurance 2_Lasso,process_pmf_prototyping_used_missing,56.65504509957057
cleaned_insurance 3_LassoLars,tech_tf_architecture_stand_alone,56.526917229985756
cleaned_communication 1_BayesianRidge,tech_tf_development_platform_mf,55.83512904380548
cleaned_serviceindustry 2_BayesianRidge,tech_tf_development_platform_mf,55.69112490976585
cleaned_communication 3_LassoLars,tech_tf_tools_used,55.383293601947315
cleaned_insurance 2_Lasso,tech_tf_language_type_5gl,55.292807032011346
cleaned_serviceindustry 3_LinearRegression,project_prf_development_type_re_development,55.0
cleaned_communication 1_BayesianRidge,tech_tf_tools_used,54.69592709831544
cleaned_financial 3_BayesianRidge,functional_size_group_xl_3000_8999,53.72826595795249
cleaned_medical 3_BayesianRidge,functional_size_group_xl_3000_8999,53.72826595795249
cleaned_serviceindustry 2_BayesianRidge,tech_tf_client_server_not_applicable,53.511783995439544
cleaned_serviceindustry 3_LinearRegression,tech_tf_development_platform_mf,52.625
cleaned_communication 3_LassoLars,functional_size_group_l_1000_2999,52.37350951370682
cleaned_communication 1_BayesianRidge,functional_size_group_l_1000_2999,51.52826279957806
cleaned_insurance 3_LassoLars,functional_size_group_l_1000_2999,51.451939633105596
cleaned_medical 2_LGBMRegressor,tech_tf_development_platform_proprietary,51.0
cleaned_financial 2_LGBMRegressor,tech_tf_development_platform_proprietary,51.0
cleaned_insurance 3_LassoLars,functional_size_group_m_100_999,50.98615555538082
cleaned_communication 2_Lasso,tech_tf_development_platform_mf,50.66065531391442
cleaned_serviceindustry 3_LinearRegression,tech_tf_client_server_not_applicable,50.625
cleaned_medical 3_BayesianRidge,project_prf_case_tool_used_missing,50.61862220019722
cleaned_financial 3_BayesianRidge,project_prf_case_tool_used_missing,50.61862220019722
cleaned_communication 3_LassoLars,external_eef_organisation_type_communications,49.56313903532949
cleaned_serviceindustry 2_BayesianRidge,project_prf_development_type_re_development,49.53709464601576
cleaned_insurance 2_Lasso,tech_tf_architecture_stand_alone,49.51478363234915
cleaned_communication 3_LassoLars,process_pmf_development_methodologies_missing,49.36584761898902
cleaned_insurance 2_Lasso,project_prf_relative_size_xs,49.23320848842374
cleaned_medical 2_LGBMRegressor,project_prf_application_group_business_application,49.0
cleaned_financial 2_LGBMRegressor,project_prf_application_group_business_application,49.0
cleaned_communication 1_BayesianRidge,process_pmf_development_methodologies_missing,48.9566784703212
cleaned_serviceindustry 2_BayesianRidge,tech_tf_development_platform_proprietary,48.882630190744806
cleaned_communication 3_LassoLars,project_prf_application_group_business_application,48.72531770397381
cleaned_insurance 3_LassoLars,tech_tf_tools_used,48.36540589485872
cleaned_communication 2_Lasso,tech_tf_tools_used,47.84572423630711
cleaned_insurance 2_Lasso,functional_size_group_m_100_999,47.773291125136886
cleaned_communication 1_BayesianRidge,project_prf_application_group_business_application,47.4204612336692
cleaned_serviceindustry 3_LinearRegression,tech_tf_development_platform_proprietary,47.0
cleaned_insurance 3_LassoLars,project_prf_application_type,46.411404993600364
cleaned_communication 3_LassoLars,project_prf_relative_size_m2,46.030576822725074
cleaned_medical 2_LGBMRegressor,project_prf_application_group_infrastructure_software,46.0
cleaned_financial 2_LGBMRegressor,project_prf_application_group_infrastructure_software,46.0
cleaned_communication 1_BayesianRidge,external_eef_organisation_type_communications,45.794419904619765
cleaned_communication 3_LassoLars,project_prf_application_group_mathematically_intensive_application,45.58162313532011
cleaned_communication 2_Lasso,functional_size_group_l_1000_2999,45.465804263274755
cleaned_insurance 2_Lasso,functional_size_group_l_1000_2999,44.2094797365152
cleaned_communication 1_BayesianRidge,project_prf_application_group_mathematically_intensive_application,44.12880679404975
cleaned_financial 2_LGBMRegressor,external_eef_organisation_type_wholesale_and_retail_trade,44.0
cleaned_medical 2_LGBMRegressor,external_eef_organisation_type_wholesale_and_retail_trade,44.0
cleaned_communication 3_LassoLars,external_eef_organisation_type_media,43.46541584776937
cleaned_financial 3_BayesianRidge,project_prf_case_tool_used_no,43.234495635506605
cleaned_medical 3_BayesianRidge,project_prf_case_tool_used_no,43.234495635506605
cleaned_communication 1_BayesianRidge,external_eef_organisation_type_media,42.480070262903325
cleaned_insurance 3_LassoLars,project_prf_case_tool_used_no,42.31628420052086
cleaned_insurance 2_Lasso,tech_tf_tools_used,42.129834969229236
cleaned_financial 2_LGBMRegressor,project_prf_application_group_real_time_application,42.0
cleaned_medical 2_LGBMRegressor,project_prf_application_group_real_time_application,42.0
cleaned_insurance 3_LassoLars,external_eef_organisation_type_electricity_gas_water,41.897695845021595
cleaned_communication 2_Lasso,process_pmf_development_methodologies_missing,41.722190410226574
cleaned_insurance 3_LassoLars,tech_tf_language_type_apg,41.41011389372497
cleaned_insurance 2_Lasso,functional_size_group_s_100,41.291690513562195
cleaned_insurance 3_LassoLars,project_prf_year_of_project,41.095425977607135
cleaned_financial 2_LGBMRegressor,project_prf_team_size_group_9_14,41.0
cleaned_medical 2_LGBMRegressor,project_prf_team_size_group_9_14,41.0
cleaned_financial 3_BayesianRidge,tech_tf_architecture_stand_alone,40.98634611563007
cleaned_medical 3_BayesianRidge,tech_tf_architecture_stand_alone,40.98634611563007
cleaned_serviceindustry 3_LinearRegression,tech_tf_development_platform_mr,40.875
cleaned_insurance 3_LassoLars,functional_size_group_s_100,40.8398265849281
cleaned_financial 3_BayesianRidge,project_prf_development_type_new_development,40.28423305688318
cleaned_medical 3_BayesianRidge,project_prf_development_type_new_development,40.28423305688318
cleaned_communication 1_BayesianRidge,external_eef_organisation_type_telecommunications,40.014501044639175
cleaned_communication 2_Lasso,external_eef_organisation_type_communications,39.70021786802546
cleaned_medical 3_BayesianRidge,project_prf_development_type_enhancement,39.26300337627271
cleaned_financial 3_BayesianRidge,project_prf_development_type_enhancement,39.26300337627271
cleaned_financial 3_BayesianRidge,external_eef_organisation_type_transport_and_storage,39.23434644768321
cleaned_medical 3_BayesianRidge,external_eef_organisation_type_transport_and_storage,39.23434644768321
cleaned_communication 2_Lasso,project_prf_application_group_business_application,39.108641084446376
cleaned_communication 3_LassoLars,external_eef_organisation_type_telecommunications,39.09706091421921
cleaned_insurance 3_LassoLars,project_prf_relative_size_xxs,38.97860698582971
cleaned_financial 3_BayesianRidge,functional_size_group_l_1000_2999,38.977551240469616
cleaned_medical 3_BayesianRidge,functional_size_group_l_1000_2999,38.977551240469616
cleaned_insurance 3_LassoLars,tech_tf_architecture_client_server,38.971067320961666
cleaned_communication 2_Lasso,project_prf_application_group_mathematically_intensive_application,37.59543268032083
cleaned_serviceindustry 2_BayesianRidge,process_pmf_development_methodologies_spiral,37.18161206779838
cleaned_medical 2_LGBMRegressor,project_prf_case_tool_used_yes,37.0
cleaned_financial 2_LGBMRegressor,project_prf_case_tool_used_yes,37.0
cleaned_serviceindustry 2_BayesianRidge,tech_tf_development_platform_mr,36.923795414155336
cleaned_financial 3_BayesianRidge,project_prf_max_team_size,36.58829791579507
cleaned_medical 3_BayesianRidge,project_prf_max_team_size,36.58829791579507
cleaned_insurance 3_LassoLars,process_pmf_development_methodologies_personal_software_process_psp,36.411508450497266
cleaned_communication 2_Lasso,project_prf_relative_size_m2,35.81690061932383
cleaned_communication 1_BayesianRidge,project_prf_relative_size_m2,35.70275220820942
cleaned_medical 3_BayesianRidge,tech_tf_language_type_5gl,35.65818710818894
cleaned_financial 3_BayesianRidge,tech_tf_language_type_5gl,35.65818710818894
cleaned_serviceindustry 3_LinearRegression,project_prf_case_tool_used_yes,35.5
cleaned_insurance 3_LassoLars,tech_tf_development_platform_mf,35.02134498235682
cleaned_serviceindustry 3_LinearRegression,tech_tf_language_type_missing,35.0
cleaned_communication 2_Lasso,external_eef_organisation_type_media,34.87877196475378
cleaned_insurance 2_Lasso,project_prf_case_tool_used_no,34.78940591815703
cleaned_insurance 2_Lasso,external_eef_organisation_type_electricity_gas_water,34.53715908956025
cleaned_insurance 2_Lasso,tech_tf_language_type_apg,34.50650843887562
cleaned_serviceindustry 2_BayesianRidge,tech_tf_language_type_missing,34.434195290039185
cleaned_communication 3_LassoLars,external_eef_organisation_type_telecommunication,34.055976766368296
cleaned_insurance 2_Lasso,tech_tf_architecture_client_server,33.48084314985762
cleaned_medical 3_BayesianRidge,project_prf_team_size_group_5_8,33.24924068936684
cleaned_financial 3_BayesianRidge,project_prf_team_size_group_5_8,33.24924068936684
cleaned_communication 3_LassoLars,project_prf_case_tool_used_no,32.936064912580676
cleaned_communication 1_BayesianRidge,project_prf_case_tool_used_no,32.876140016328165
cleaned_communication 3_LassoLars,project_prf_development_type_re_development,32.85036767293205
cleaned_communication 1_BayesianRidge,external_eef_organisation_type_telecommunication,32.71993112059064
cleaned_serviceindustry 2_BayesianRidge,tech_tf_server_roles_messaging_server,32.67540540773268
cleaned_serviceindustry 3_LinearRegression,tech_tf_development_platform_multi,32.375
cleaned_communication 1_BayesianRidge,project_prf_development_type_re_development,32.32815832471424
cleaned_insurance 2_Lasso,project_prf_relative_size_xxs,32.28322874236437
cleaned_insurance 3_LassoLars,project_prf_case_tool_used_yes,32.252686247892065
cleaned_serviceindustry 3_LinearRegression,project_prf_relative_size_m2,32.1875
cleaned_financial 2_LGBMRegressor,functional_size_group_xxl_9000_17999,32.0
cleaned_medical 2_LGBMRegressor,functional_size_group_xxl_9000_17999,32.0
cleaned_serviceindustry 2_BayesianRidge,tech_tf_development_platform_multi,31.626587004303985
cleaned_serviceindustry 3_LinearRegression,project_prf_team_size_group_15_20,31.625
cleaned_serviceindustry 2_BayesianRidge,project_prf_team_size_group_15_20,30.962279132794322
cleaned_medical 3_BayesianRidge,tech_tf_client_server_don_t_know,30.453501247724404
cleaned_financial 3_BayesianRidge,tech_tf_client_server_don_t_know,30.453501247724404
cleaned_communication 1_BayesianRidge,functional_size_group_m_100_999,30.42695551642712
cleaned_financial 3_BayesianRidge,external_eef_organisation_type_government,30.393795647939356
cleaned_medical 3_BayesianRidge,external_eef_organisation_type_government,30.393795647939356
cleaned_communication 3_LassoLars,tech_tf_dbms_used_no,30.04213004087461
cleaned_communication 3_LassoLars,tech_tf_development_platform_mr,30.033678285739068
cleaned_medical 2_LGBMRegressor,tech_tf_language_type_3gl,30.0
cleaned_financial 2_LGBMRegressor,tech_tf_language_type_3gl,30.0
cleaned_communication 1_BayesianRidge,tech_tf_dbms_used_no,29.83537841055714
cleaned_communication 2_Lasso,external_eef_organisation_type_telecommunications,29.70486984107407
cleaned_serviceindustry 2_BayesianRidge,project_prf_case_tool_used_yes,29.477166485880616
cleaned_communication 1_BayesianRidge,tech_tf_development_platform_mr,29.365813145642246
cleaned_communication 3_LassoLars,process_pmf_development_methodologies_it_unified_process_itup,29.290277294508993
cleaned_communication 3_LassoLars,project_prf_case_tool_used_yes,29.204409472953817
cleaned_medical 2_LGBMRegressor,tech_tf_development_platform_mf,29.0
cleaned_financial 2_LGBMRegressor,tech_tf_development_platform_mf,29.0
cleaned_insurance 2_Lasso,project_prf_year_of_project,28.941930712853857
cleaned_communication 1_BayesianRidge,process_pmf_development_methodologies_it_unified_process_itup,28.899822081867974
cleaned_communication 1_BayesianRidge,project_prf_case_tool_used_yes,28.76714444229653
cleaned_insurance 2_Lasso,process_pmf_development_methodologies_personal_software_process_psp,28.51396044205605
cleaned_communication 1_BayesianRidge,project_prf_team_size_group_missing,28.441500371607123
cleaned_communication 3_LassoLars,project_prf_team_size_group_missing,28.423540921219352
cleaned_insurance 3_LassoLars,process_pmf_development_methodologies_unified_process,27.792752125447436
cleaned_insurance 2_Lasso,project_prf_application_type,27.765853288406127
cleaned_communication 2_Lasso,external_eef_organisation_type_telecommunication,27.242367980093782
cleaned_insurance 3_LassoLars,project_prf_team_size_group_missing,27.01668929015625
cleaned_medical 2_LGBMRegressor,project_prf_team_size_group_15_20,27.0
cleaned_financial 2_LGBMRegressor,project_prf_team_size_group_15_20,27.0
cleaned_serviceindustry 2_BayesianRidge,tech_tf_client_roles_run_a_computer_human_interface,26.728249799077886
cleaned_serviceindustry 2_BayesianRidge,project_prf_relative_size_m2,26.289846369291638
cleaned_communication 3_LassoLars,external_eef_organisation_type_telecom,26.24116177775404
cleaned_communication 2_Lasso,project_prf_case_tool_used_no,26.107359270691752
cleaned_communication 3_LassoLars,project_prf_development_type_new_development,26.08739786986287
cleaned_financial 2_LGBMRegressor,project_prf_team_size_group_2,26.0
cleaned_medical 2_LGBMRegressor,project_prf_team_size_group_2,26.0
cleaned_financial 3_BayesianRidge,tech_tf_architecture_multi_tier,25.958384053146524
cleaned_medical 3_BayesianRidge,tech_tf_architecture_multi_tier,25.958384053146524
cleaned_communication 1_BayesianRidge,project_prf_relative_size_xxs,25.878657772313836
cleaned_insurance 3_LassoLars,project_prf_relative_size_l,25.84701793013957
cleaned_communication 3_LassoLars,project_prf_relative_size_xxs,25.83570730190947
cleaned_communication 1_BayesianRidge,project_prf_development_type_new_development,25.80731398542891
cleaned_serviceindustry 2_BayesianRidge,tech_tf_server_roles_ftp_server,25.792042841893135
cleaned_insurance 3_LassoLars,project_prf_relative_size_xxxl,25.764550276197568
cleaned_communication 3_LassoLars,external_eef_organisation_type_general_public_mobile_phone_end_user,25.699362654810013
cleaned_communication 1_BayesianRidge,tech_tf_architecture_stand_alone,25.668651378673346
cleaned_communication 1_BayesianRidge,external_eef_organisation_type_telecom,25.525161543138097
cleaned_medical 3_BayesianRidge,external_eef_organisation_type_education_institution,25.48491226465567
cleaned_financial 3_BayesianRidge,external_eef_organisation_type_education_institution,25.48491226465567
cleaned_communication 3_LassoLars,tech_tf_architecture_stand_alone,25.25845397179128
cleaned_financial 3_BayesianRidge,tech_tf_language_type_4gl,25.1944468797397
cleaned_medical 3_BayesianRidge,tech_tf_language_type_4gl,25.1944468797397
cleaned_communication 1_BayesianRidge,external_eef_organisation_type_general_public_mobile_phone_end_user,25.181339917012032
cleaned_communication 3_LassoLars,tech_tf_client_server_missing,25.02588035854765
cleaned_insurance 3_LassoLars,external_eef_organisation_type_insurance,24.8673153434995
cleaned_communication 2_Lasso,project_prf_development_type_re_development,24.819088205629622
cleaned_communication 1_BayesianRidge,tech_tf_client_server_missing,24.650167667414607
cleaned_financial 3_BayesianRidge,project_prf_relative_size_xs,24.576305932895878
cleaned_medical 3_BayesianRidge,project_prf_relative_size_xs,24.576305932895878
cleaned_insurance 3_LassoLars,project_prf_case_tool_used_missing,24.293164969929688
cleaned_communication 3_LassoLars,external_eef_organisation_type_telecom_and_networking,23.89635578537007
cleaned_communication 1_BayesianRidge,external_eef_organisation_type_telecom_and_networking,23.63714933284497
cleaned_communication 2_Lasso,tech_tf_development_platform_mr,23.410829081240994
cleaned_communication 1_BayesianRidge,project_prf_team_size_group_2,23.25299801434908
cleaned_insurance 2_Lasso,project_prf_case_tool_used_yes,23.187390916929957
cleaned_insurance 2_Lasso,tech_tf_development_platform_mf,23.00702503015501
cleaned_insurance 3_LassoLars,external_eef_industry_sector_insurance,22.881596363378573
cleaned_insurance 3_LassoLars,external_eef_organisation_type_government,22.810829002067134
cleaned_communication 3_LassoLars,project_prf_team_size_group_2,22.71319328077522
cleaned_communication 2_Lasso,project_prf_team_size_group_missing,22.63626958969712
cleaned_financial 3_BayesianRidge,project_prf_application_type,22.579991624391297
cleaned_medical 3_BayesianRidge,project_prf_application_type,22.579991624391297
cleaned_communication 2_Lasso,tech_tf_dbms_used_no,22.562572201690944
cleaned_medical 2_LGBMRegressor,tech_tf_development_platform_multi,22.0
cleaned_financial 2_LGBMRegressor,tech_tf_development_platform_multi,22.0
cleaned_financial 3_BayesianRidge,project_prf_team_size_group_31_40,21.939974787801418
cleaned_medical 3_BayesianRidge,project_prf_team_size_group_31_40,21.939974787801418
cleaned_communication 3_LassoLars,tech_tf_architecture_multi_tier_client_server,21.73651800647179
cleaned_insurance 3_LassoLars,external_eef_organisation_type_energy,21.565983259408863
cleaned_communication 1_BayesianRidge,tech_tf_architecture_multi_tier_client_server,21.506839523622865
cleaned_communication 2_Lasso,project_prf_case_tool_used_yes,21.402563977381227
cleaned_serviceindustry 2_BayesianRidge,tech_tf_client_server_no,21.268304927469643
cleaned_serviceindustry 2_BayesianRidge,tech_tf_server_roles_security_authentication,21.08749411513601
cleaned_communication 2_Lasso,process_pmf_development_methodologies_it_unified_process_itup,20.80047209496345
cleaned_communication 3_LassoLars,project_prf_max_team_size,20.68115453050519
cleaned_communication 1_BayesianRidge,project_prf_max_team_size,20.601902819908286
cleaned_communication 3_LassoLars,functional_size_group_m_100_999,20.3247794587379
cleaned_serviceindustry 3_LinearRegression,tech_tf_client_server_no,19.90625
cleaned_insurance 2_Lasso,process_pmf_development_methodologies_unified_process,19.60921124876825
cleaned_medical 2_LGBMRegressor,process_pmf_development_methodologies_agile_development,19.0
cleaned_financial 2_LGBMRegressor,process_pmf_development_methodologies_agile_development,19.0
cleaned_communication 1_BayesianRidge,tech_tf_client_server_no,18.766398356120686
cleaned_insurance 3_LassoLars,project_prf_team_size_group_61_70,18.716366866108835
cleaned_insurance 3_LassoLars,tech_tf_dbms_used_yes,18.627897902944262
cleaned_communication 2_Lasso,project_prf_development_type_new_development,18.62600797222628
cleaned_communication 3_LassoLars,tech_tf_client_server_no,18.17476955675748
cleaned_communication 1_BayesianRidge,external_eef_organisation_type_virtual_assistants_lingubots,17.805350890291784
cleaned_communication 2_Lasso,external_eef_organisation_type_telecom,17.69671027796294
cleaned_insurance 2_Lasso,project_prf_team_size_group_missing,17.68744107057529
cleaned_financial 3_BayesianRidge,external_eef_organisation_type_banking,17.615540208508605
cleaned_medical 3_BayesianRidge,external_eef_organisation_type_banking,17.615540208508605
cleaned_insurance 2_Lasso,external_eef_organisation_type_insurance,17.59464210806146
cleaned_communication 3_LassoLars,external_eef_organisation_type_virtual_assistants_lingubots,17.585980021527046
cleaned_communication 2_Lasso,project_prf_relative_size_xxs,17.58534238876897
cleaned_communication 2_Lasso,tech_tf_client_server_missing,17.564814363628486
cleaned_insurance 2_Lasso,project_prf_relative_size_xxxl,17.486370727480523
cleaned_communication 2_Lasso,external_eef_organisation_type_general_public_mobile_phone_end_user,17.172012187165155
cleaned_serviceindustry 2_BayesianRidge,process_pmf_development_methodologies_multifunctional_teams,17.129338315528614
cleaned_communication 2_Lasso,tech_tf_architecture_stand_alone,17.106798658189764
cleaned_communication 3_LassoLars,tech_tf_client_server_yes,16.987428318679562
cleaned_serviceindustry 3_LinearRegression,tech_tf_dbms_used_yes,16.75
cleaned_financial 3_BayesianRidge,tech_tf_architecture_multi_tier_client_server,16.716242391585823
cleaned_medical 3_BayesianRidge,tech_tf_architecture_multi_tier_client_server,16.716242391585823
cleaned_communication 1_BayesianRidge,tech_tf_client_server_yes,16.70068185946831
cleaned_insurance 2_Lasso,project_prf_case_tool_used_missing,16.60338272788927
cleaned_medical 3_BayesianRidge,project_prf_relative_size_m1,16.563259450622063
cleaned_financial 3_BayesianRidge,project_prf_relative_size_m1,16.563259450622063
cleaned_insurance 2_Lasso,project_prf_relative_size_l,16.336098209234912
cleaned_insurance 3_LassoLars,tech_tf_dbms_used_missing,16.04170154155821
cleaned_insurance 3_LassoLars,project_prf_application_group_infrastructure_software,15.71149947218591
cleaned_serviceindustry 2_BayesianRidge,process_pmf_development_methodologies_iterative,15.664980801643253
cleaned_insurance 3_LassoLars,project_prf_application_group_business_application,15.586945251547098
cleaned_insurance 3_LassoLars,tech_tf_architecture_multi_tier_with_web_public_interface,15.512348010999792
cleaned_communication 1_BayesianRidge,process_pmf_development_methodologies_multifunctional_teams,15.481857843804422
cleaned_communication 3_LassoLars,tech_tf_dbms_used_missing,15.356335375647564
cleaned_insurance 3_LassoLars,tech_tf_client_server_missing,15.347889237762114
cleaned_serviceindustry 3_LinearRegression,tech_tf_development_platform_pc,15.25
cleaned_serviceindustry 2_BayesianRidge,process_pmf_docs,15.19165410519986
cleaned_communication 1_BayesianRidge,tech_tf_dbms_used_missing,15.152096066136508
cleaned_communication 2_Lasso,project_prf_team_size_group_2,14.929828365617318
cleaned_communication 3_LassoLars,project_prf_team_size_group_3_4,14.857701635622139
cleaned_insurance 2_Lasso,external_eef_industry_sector_insurance,14.806989901782654
cleaned_communication 3_LassoLars,process_pmf_development_methodologies_multifunctional_teams,14.647600399510669
cleaned_insurance 2_Lasso,external_eef_organisation_type_government,14.635551306293157
cleaned_communication 1_BayesianRidge,project_prf_team_size_group_3_4,14.450759507451597
cleaned_insurance 3_LassoLars,tech_tf_client_server_yes,14.150886447911713
cleaned_communication 2_Lasso,tech_tf_architecture_multi_tier_client_server,13.596569988890453
cleaned_communication 2_Lasso,external_eef_organisation_type_telecom_and_networking,13.515083443132454
cleaned_insurance 3_LassoLars,process_pmf_development_methodologies_spiral,13.451860682522167
cleaned_financial 2_LGBMRegressor,functional_size_group_s_100,13.0
cleaned_medical 2_LGBMRegressor,functional_size_group_s_100,13.0
cleaned_insurance 3_LassoLars,project_prf_relative_size_xl,12.953971891318826
cleaned_insurance 2_Lasso,external_eef_organisation_type_energy,12.81442774820349
cleaned_communication 2_Lasso,project_prf_max_team_size,12.545793433042522
cleaned_communication 1_BayesianRidge,process_pmf_development_methodologies_agile_development,12.355912741421804
cleaned_communication 2_Lasso,tech_tf_client_server_no,12.25764676109347
cleaned_communication 1_BayesianRidge,tech_tf_architecture_client_server,12.253296897372543
cleaned_insurance 2_Lasso,tech_tf_dbms_used_yes,12.243122161617796
cleaned_serviceindustry 2_BayesianRidge,tech_tf_dbms_used_yes,12.033372582326884
cleaned_medical 2_LGBMRegressor,tech_tf_development_platform_mr,12.0
cleaned_financial 2_LGBMRegressor,tech_tf_development_platform_mr,12.0
cleaned_communication 3_LassoLars,process_pmf_development_methodologies_agile_development,11.804350938050572
cleaned_communication 2_Lasso,functional_size_group_m_100_999,11.696455783481504
cleaned_communication 3_LassoLars,tech_tf_architecture_client_server,11.618126254697508
cleaned_communication 1_BayesianRidge,project_prf_case_tool_used_missing,11.445273853724428
cleaned_insurance 3_LassoLars,project_prf_development_type_re_development,11.227040389716752
cleaned_communication 3_LassoLars,project_prf_team_size_group_9_14,11.15563151796315
cleaned_medical 2_LGBMRegressor,external_eef_organisation_type_banking_insurance_stock,11.0
cleaned_financial 2_LGBMRegressor,external_eef_organisation_type_banking_insurance_stock,11.0
cleaned_financial 2_LGBMRegressor,project_prf_application_type,11.0
cleaned_medical 2_LGBMRegressor,project_prf_application_type,11.0
cleaned_medical 3_BayesianRidge,project_prf_development_type_re_development,10.905702262601153
cleaned_financial 3_BayesianRidge,project_prf_development_type_re_development,10.905702262601153
cleaned_communication 3_LassoLars,project_prf_case_tool_used_missing,10.488074890881386
cleaned_insurance 3_LassoLars,external_eef_industry_sector_utilities,10.421549541904634
cleaned_insurance 2_Lasso,project_prf_team_size_group_61_70,10.373089904258173
cleaned_communication 1_BayesianRidge,project_prf_team_size_group_5_8,10.357341710955897
cleaned_communication 1_BayesianRidge,project_prf_team_size_group_9_14,10.225058822906682
cleaned_communication 2_Lasso,external_eef_organisation_type_virtual_assistants_lingubots,10.152325540376447
cleaned_communication 3_LassoLars,project_prf_team_size_group_5_8,9.6919481746876
cleaned_insurance 2_Lasso,tech_tf_architecture_multi_tier_with_web_public_interface,9.409200801041
cleaned_financial 3_BayesianRidge,tech_tf_development_platform_pc,9.190680700121618
cleaned_medical 3_BayesianRidge,tech_tf_development_platform_pc,9.190680700121618
cleaned_communication 1_BayesianRidge,tech_tf_language_type_2gl,9.070957722836376
cleaned_medical 2_LGBMRegressor,tech_tf_client_server_don_t_know,9.0
cleaned_medical 2_LGBMRegressor,project_prf_normalised_work_effort,9.0
cleaned_financial 2_LGBMRegressor,tech_tf_client_server_don_t_know,9.0
cleaned_financial 2_LGBMRegressor,tech_tf_dbms_used_yes,9.0
cleaned_financial 2_LGBMRegressor,project_prf_normalised_work_effort,9.0
cleaned_medical 2_LGBMRegressor,project_prf_relative_size_m2,9.0
cleaned_medical 2_LGBMRegressor,tech_tf_dbms_used_yes,9.0
cleaned_financial 2_LGBMRegressor,project_prf_relative_size_m2,9.0
cleaned_medical 2_LGBMRegressor,project_prf_relative_size_missing,9.0
cleaned_financial 2_LGBMRegressor,project_prf_relative_size_missing,9.0
cleaned_communication 3_LassoLars,tech_tf_language_type_2gl,8.87792478387282
cleaned_insurance 3_LassoLars,tech_tf_development_platform_proprietary,8.778268578644056
cleaned_insurance 2_Lasso,tech_tf_client_server_missing,8.74130069093225
cleaned_communication 2_Lasso,tech_tf_client_server_yes,8.648076633198682
cleaned_financial 3_BayesianRidge,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,8.562692504961404
cleaned_medical 3_BayesianRidge,process_pmf_development_methodologies_waterfall_incl_linear_processing_and_ssadm,8.562692504961404
cleaned_serviceindustry 2_BayesianRidge,tech_tf_development_platform_pc,8.458202525195134
cleaned_insurance 2_Lasso,tech_tf_dbms_used_missing,8.298227137246995
cleaned_medical 2_LGBMRegressor,tech_tf_language_type_4gl,8.0
cleaned_financial 2_LGBMRegressor,functional_size_group_m_100_999,8.0
cleaned_medical 2_LGBMRegressor,functional_size_group_m_100_999,8.0
cleaned_financial 2_LGBMRegressor,tech_tf_language_type_4gl,8.0
cleaned_communication 2_Lasso,tech_tf_dbms_used_missing,7.934407488849206
cleaned_insurance 3_LassoLars,project_prf_team_size_group_3_4,7.925383616071445
cleaned_communication 2_Lasso,process_pmf_development_methodologies_multifunctional_teams,7.741361603687525
cleaned_insurance 2_Lasso,project_prf_application_group_infrastructure_software,7.440094977807399
cleaned_insurance 3_LassoLars,process_pmf_development_methodologies_missing,7.339634475677319
cleaned_insurance 3_LassoLars,process_pmf_development_methodologies_joint_application_development_jad,7.245210037578803
cleaned_insurance 3_LassoLars,project_prf_max_team_size,7.209216587363024
cleaned_communication 2_Lasso,project_prf_team_size_group_3_4,7.10455798494434
cleaned_medical 2_LGBMRegressor,project_prf_relative_size_xxs,7.0
cleaned_financial 2_LGBMRegressor,project_prf_relative_size_xxs,7.0
